,"This sheet provides coordinates for potential CO2 point source locations and CO2 EOR basin locations.  Oil field coordinates are limited to the state and basin geographic centroid, as exact field-specific coordinates are proprietary.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,STATE GEOGRAPHIC CENTROID COORDINATES,,,,CITY GEOGRAPHIC CENTROID COORDINATES,,,,USGS O&G PROVINCE REGION GEOGRAPHIC CENTROID COORDINATES,,,,,,Handy Whitman Regions,,,,,,,
,These coordinates are used for CO2 Point Source location when user selects the State Option,,,,These coordinates are used for CO2 Point Source location when user selects City and State Option,,,,These coordinates are used for CO2 Point Source location when user selects Region Option,,,,,,"This table provides the Handy Whitman region for each state, based on the Handy Whitman Region identified in 8216483 (osti.gov) (LINKED in V23)",,,,,,,
,U.S. State,State Geographic Centroid,,,,"City, State Geographic Centroid",,,"Region (i.e., Province Name)",CentroidLat,CentroidLong,Handy Whitman Region Number,Handy Whitman Region ,,U.S. State,Handy Whitman Region Number,Handy Whitman Region,,,,,
,Abbv.,Latitude (Decimal Degrees),Longitude (Decimal Degrees),,"City, State",lat,long,,EIA Basin,Latitude,Longitude,#,Region Name,,Abbv.,#,Region Name,,,,,
,,,,,"Dickens County, TX",33.6166,-100.7789,,,,,,,,,,,,,,,
,,,,,"Dimmit County, TX",28.4225,-99.7567,,,,,,,,,,,,,,,
,,,,,"Donley County, TX",34.9654,-100.814,,,,,,,,,,,,,,,
,,,,,"Duval County, TX",27.6813,-98.5089,,,,,,,,,,,,,,,
,,,,,"Eastland County, TX",32.3271,-98.8323,,,,,,,,,,,,,,,
,,,,,"Ector County, TX",31.8692,-102.5428,,,,,,,,,,,,,,,
,,,,,"Eddy County, ND",31.8692,-102.5428,,,,,,,,,,,,,,,
,,,,,"Edwards County, TX",29.9826,-100.3047,,,,,,,,,,,,,,,
,,,,,"El Paso County, TX",31.7686,-106.2348,,,,,,,,,,,,,,,
,,,,,"Ellis County, TX",32.3484,-96.7945,,,,,,,,,,,,,,,
,,,,,"Erath County, TX",32.2363,-98.218,,,,,,,,,,,,,,,
,,,,,"Falls County, TX",31.2533,-96.9358,,,,,,,,,,,,,,,
,,,,,"Fannin County, TX",33.5939,-96.1066,,,,,,,,,,,,,,,
,,,,,"Fayette County, TX",29.8768,-96.9198,,,,,,,,,,,,,,,
,,,,,"Fisher County, TX",32.7428,-100.4022,,,,,,,,,,,,,,,
,,,,,"Floyd County, TX",34.0724,-101.3032,,,,,,,,,,,,,,,
,,,,,"Foard County, TX",33.9746,-99.778,,,,,,,,,,,,,,,
,,,,,"Fort Bend County, TX",29.5274,-95.7707,,,,,,,,,,,,,,,
,,,,,"Franklin County, TX",33.1756,-95.2184,,,,,,,,,,,,,,,
,,,,,"Franklin County, VA",33.1756,-95.2184,,,,,,,,,,,,,,,
,,,,,"Freestone County, TX",31.7049,-96.149,,,,,,,,,,,,,,,
,,,,,"Frio County, TX",28.8678,-99.1083,,,,,,,,,,,,,,,
,,,,,"Gaines County, TX",32.7407,-102.6352,,,,,,,,,,,,,,,
,,,,,"Galveston County, TX",29.3941,-94.965,,,,,,,,,,,,,,,
,,,,,"Garza County, TX",33.1799,-101.2984,,,,,,,,,,,,,,,
,,,,,"Gillespie County, TX",30.3181,-98.9464,,,,,,,,,,,,,,,
,,,,,"Glasscock County, TX",31.8694,-101.5208,,,,,,,,,,,,,,,
,,,,,"Goliad County, TX",28.6571,-97.4264,,,,,,,,,,,,,,,
,,,,,"Gonzales County, TX",29.4567,-97.4925,,,,,,,,,,,,,,,
,,,,,"Gray County, TX",35.4012,-100.8126,,,,,,,,,,,,,,,
,,,,,"Grayson County, TX",33.6268,-96.6776,,,,,,,,,,,,,,,
,,,,,"Gregg County, TX",32.4803,-94.8172,,,,,,,,,,,,,,,
,,,,,"Grimes County, TX",30.5436,-95.9855,,,,,,,,,,,,,,,
,,,,,"Guadalupe County, TX",29.5831,-97.9484,,,,,,,,,,,,,,,
,,,,,"Hale County, TX",34.0705,-101.8269,,,,,,,,,,,,,,,
,,,,,"Hall County, TX",34.5308,-100.6811,,,,,,,,,,,,,,,
,,,,,"Hamilton County, TX",31.7048,-98.1107,,,,,,,,,,,,,,,
,,,,,"Hansford County, TX",36.2775,-101.3545,,,,,,,,,,,,,,,
,,,,,"Hardeman County, TX",34.2903,-99.7457,,,,,,,,,,,,,,,
,,,,,"Hardin County, TX",30.3324,-94.3902,,,,,,,,,,,,,,,
,,,,,"Harris County, TX",29.8588,-95.3963,,,,,,,,,,,,,,,
,,,,,"Harrison County, TX",32.5482,-94.3713,,,,,,,,,,,,,,,
,,,,,"Hartley County, TX",35.84,-102.6029,,,,,,,,,,,,,,,
,,,,,"Haskell County, TX",33.1782,-99.7303,,,,,,,,,,,,,,,
,,,,,"Hays County, TX",30.0582,-98.0311,,,,,,,,,,,,,,,
,,,,,"Hemphill County, TX",35.8376,-100.2705,,,,,,,,,,,,,,,
,,,,,"Henderson County, TX",32.2121,-95.8538,,,,,,,,,,,,,,,
,,,,,"Hidalgo County, TX",26.3968,-98.1811,,,,,,,,,,,,,,,
,,,,,"Hill County, TX",31.9907,-97.1324,,,,,,,,,,,,,,,
,,,,,"Hockley County, TX",33.6076,-102.3432,,,,,,,,,,,,,,,
,,,,,"Hood County, TX",32.4299,-97.8323,,,,,,,,,,,,,,,
,,,,,"Hopkins County, TX",33.1495,-95.564,,,,,,,,,,,,,,,
,,,,,"Houston County, TX",31.3178,-95.4227,,,,,,,,,,,,,,,
,,,,,"Howard County, TX",32.3062,-101.4355,,,,,,,,,,,,,,,
,,,,,"Hudspeth County, TX",31.4562,-105.3865,,,,,,,,,,,,,,,
,,,,,"Hunt County, TX",33.1236,-96.0854,,,,,,,,,,,,,,,
,,,,,"Hutchinson County, TX",35.84,-101.3547,,,,,,,,,,,,,,,
,,,,,"Irion County, TX",31.3039,-100.9824,,,,,,,,,,,,,,,
,,,,,"Jack County, TX",33.2335,-98.1725,,,,,,,,,,,,,,,
,,,,,"Jackson County, TX",28.9557,-96.5787,,,,,,,,,,,,,,,
,,,,,"Jasper County, TX",30.744,-94.025,,,,,,,,,,,,,,,
,,,,,"Jeff Davis County, TX",30.7154,-104.14,,,,,,,,,,,,,,,
,,,,,"Jefferson County, TX",29.8838,-94.1722,,,,,,,,,,,,,,,
,,,,,"Jim Hogg County, TX",27.0434,-98.6973,,,,,,,,,,,,,,,
,,,,,"Jim Wells County, TX",27.7311,-98.0902,,,,,,,,,,,,,,,
,,,,,"Johnson County, TX",32.379,-97.3663,,,,,,,,,,,,,,,
,,,,,"Jones County, TX",32.7399,-99.8787,,,,,,,,,,,,,,,
,,,,,"Karnes County, TX",28.9057,-97.8594,,,,,,,,,,,,,,,
,,,,,"Kaufman County, TX",32.5996,-96.2879,,,,,,,,,,,,,,,
,,,,,"Kendall County, TX",29.9447,-98.7116,,,,,,,,,,,,,,,
,,,,,"Kenedy County, TX",26.9281,-97.7174,,,,,,,,,,,,,,,
,,,,,"Kent County, TX",33.1814,-100.7776,,,,,,,,,,,,,,,
,,,,,"Kerr County, TX",30.0615,-99.3501,,,,,,,,,,,,,,,
,,,,,"Kimble County, TX",30.4868,-99.7487,,,,,,,,,,,,,,,
,,,,,"King County, TX",33.6165,-100.2558,,,,,,,,,,,,,,,
,,,,,"Kinney County, TX",29.3502,-100.418,,,,,,,,,,,,,,,
,,,,,"Kleberg County, TX",27.4338,-97.7344,,,,,,,,,,,,,,,
,,,,,"Knox County, TX",33.6061,-99.7414,,,,,,,,,,,,,,,
,,,,,"La Salle County, TX",28.3451,-99.0997,,,,,,,,,,,,,,,
,,,,,"Lamar County, TX",33.6671,-95.5711,,,,,,,,,,,,,,,
,,,,,"Lamb County, TX",34.0686,-102.3517,,,,,,,,,,,,,,,
,,,,,"Lampasas County, TX",31.1962,-98.2414,,,,,,,,,,,,,,,
,,,,,"Lavaca County, TX",29.3843,-96.9301,,,,,,,,,,,,,,,
,,,,,"Lee County, TX",30.3107,-96.9657,,,,,,,,,,,,,,,
,,,,,"Leon County, TX",31.2965,-95.9957,,,,,,,,,,,,,,,
,,,,,"Liberty County, TX",30.1516,-94.8122,,,,,,,,,,,,,,,
,,,,,"Limestone County, TX",31.5455,-96.5805,,,,,,,,,,,,,,,
,,,,,"Lipscomb County, TX",36.2777,-100.2731,,,,,,,,,,,,,,,
,,,,,"Live Oak County, TX",28.3514,-98.1248,,,,,,,,,,,,,,,
,,,,,"Llano County, TX",30.7056,-98.684,,,,,,,,,,,,,,,
,,,,,"Loving County, TX",31.8492,-103.58,,,,,,,,,,,,,,,
,,,,,"Lubbock County, TX",33.6102,-101.8205,,,,,,,,,,,,,,,
,,,,,"Lynn County, TX",33.1768,-101.8161,,,,,,,,,,,,,,,
,,,,,"Madison County, TX",30.9656,-95.9284,,,,,,,,,,,,,,,
,,,,,"Marion County, TX",32.798,-94.3572,,,,,,,,,,,,,,,
,,,,,"Martin County, TX",32.306,-101.9512,,,,,,,,,,,,,,,
,,,,,"Mason County, TX",30.7177,-99.2261,,,,,,,,,,,,,,,
,,,,,"Matagorda County, TX",28.8661,-95.9853,,,,,,,,,,,,,,,
,,,,,"Maverick County, TX",28.7426,-100.3145,,,,,,,,,,,,,,,
,,,,,"McCulloch County, TX",31.1989,-99.3474,,,,,,,,,,,,,,,
,,,,,"McLennan County, TX",31.5524,-97.2018,,,,,,,,,,,,,,,
,,,,,"McMullen County, TX",28.3491,-98.5674,,,,,,,,,,,,,,,
,,,,,"Medina County, TX",29.3557,-99.1101,,,,,,,,,,,,,,,
,,,,,"Menard County, TX",30.8898,-99.8206,,,,,,,,,,,,,,,
,,,,,"Midland County, TX",31.8692,-102.0316,,,,,,,,,,,,,,,
,,,,,"Milam County, TX",30.7863,-96.9769,,,,,,,,,,,,,,,
,,,,,"Mills County, TX",31.4952,-98.5955,,,,,,,,,,,,,,,
,,,,,"Mitchell County, TX",32.3062,-100.9212,,,,,,,,,,,,,,,
,,,,,"Montague County, TX",33.6757,-97.7246,,,,,,,,,,,,,,,
,,,,,"Montgomery County, TX",30.3002,-95.503,,,,,,,,,,,,,,,
,,,,,"Moore County, TX",35.8377,-101.8929,,,,,,,,,,,,,,,
,,,,,"Morris County, TX",33.1135,-94.7326,,,,,,,,,,,,,,,
,,,,,"Motley County, TX",34.0741,-100.7798,,,,,,,,,,,,,,,
,,,,,"Nacogdoches County, TX",31.616,-94.6158,,,,,,,,,,,,,,,
,,,,,"Navarro County, TX",32.047,-96.4724,,,,,,,,,,,,,,,
,,,,,"Newton County, TX",30.7863,-93.7448,,,,,,,,,,,,,,,
,,,,,"Nolan County, TX",32.3035,-100.406,,,,,,,,,,,,,,,
,,,,,"Nueces County, TX",27.7232,-97.6289,,,,,,,,,,,,,,,
,,,,,"Ochiltree County, TX",36.2784,-100.8156,,,,,,,,,,,,,,,
,,,,,"Oldham County, TX",35.405,-102.6029,,,,,,,,,,,,,,,
,,,,,"Orange County, TX",30.1281,-93.8965,,,,,,,,,,,,,,,
,,,,,"Palo Pinto County, TX",32.7532,-98.313,,,,,,,,,,,,,,,
,,,,,"Panola County, TX",32.1624,-94.3056,,,,,,,,,,,,,,,
,,,,,"Parker County, TX",32.7777,-97.8051,,,,,,,,,,,,,,,
,,,,,"Parmer County, TX",34.5301,-102.7845,,,,,,,,,,,,,,,
,,,,,"Pecos County, TX",30.7811,-102.7236,,,,,,,,,,,,,,,
,,,,,"Polk County, TX",30.7928,-94.83,,,,,,,,,,,,,,,
,,,,,"Potter County, TX",35.4013,-101.894,,,,,,,,,,,,,,,
,,,,,"Presidio County, TX",29.9998,-104.2405,,,,,,,,,,,,,,,
,,,,,"Rains County, TX",32.8703,-95.7934,,,,,,,,,,,,,,,
,,,,,"Randall County, TX",34.9659,-101.8969,,,,,,,,,,,,,,,
,,,,,"Reagan County, TX",31.3662,-101.523,,,,,,,,,,,,,,,
,,,,,"Real County, TX",29.8318,-99.8221,,,,,,,,,,,,,,,
,,,,,"Reeves County, TX",31.323,-103.6931,,,,,,,,,,,,,,,
,,,,,"Refugio County, TX",28.3269,-97.1655,,,,,,,,,,,,,,,
,,,,,"Roberts County, TX",35.8385,-100.8135,,,,,,,,,,,,,,,
,,,,,"Robertson County, TX",31.027,-96.5128,,,,,,,,,,,,,,,
,,,,,"Rockwall County, TX",32.8978,-96.4077,,,,,,,,,,,,,,,
,,,,,"Runnels County, TX",31.8311,-99.9762,,,,,,,,,,,,,,,
,,,,,"Rusk County, TX",32.1078,-94.7618,,,,,,,,,,,,,,,
,,,,,"Sabine County, TX",31.3432,-93.8518,,,,,,,,,,,,,,,
,,,,,"San Augustine County, TX",31.3943,-94.1682,,,,,,,,,,,,,,,
,,,,,"San Jacinto County, TX",30.5796,-95.1669,,,,,,,,,,,,,,,
,,,,,"San Patricio County, TX",28.0095,-97.5188,,,,,,,,,,,,,,,
,,,,,"San Saba County, TX",31.1552,-98.8176,,,,,,,,,,,,,,,
,,,,,"Schleicher County, TX",30.8975,-100.5385,,,,,,,,,,,,,,,
,,,,,"Scurry County, TX",32.7463,-100.9164,,,,,,,,,,,,,,,
,,,,,"Shackelford County, TX",32.736,-99.3541,,,,,,,,,,,,,,,
,,,,,"Shelby County, TX",31.7924,-94.145,,,,,,,,,,,,,,,
,,,,,"Sherman County, TX",36.2777,-101.8935,,,,,,,,,,,,,,,
,,,,,"Smith County, TX",32.375,-95.2692,,,,,,,,,,,,,,,
,,,,,"Starr County, TX",26.5621,-98.7384,,,,,,,,,,,,,,,
,,,,,"Stephens County, TX",32.7359,-98.8362,,,,,,,,,,,,,,,
,,,,,"Sterling County, TX",31.8279,-101.05,,,,,,,,,,,,,,,
,,,,,"Stonewall County, TX",33.1791,-100.2533,,,,,,,,,,,,,,,
,,,,,"Sutton County, TX",30.4983,-100.5382,,,,,,,,,,,,,,,
,,,,,"Swisher County, TX",34.5304,-101.735,,,,,,,,,,,,,,,
,,,,,"Tarrant County, TX",32.7704,-97.2919,,,,,,,,,,,,,,,
,,,,,"Taylor County, TX",32.3015,-99.8901,,,,,,,,,,,,,,,
,,,,,"Taylor County, WI",32.3015,-99.8901,,,,,,,,,,,,,,,
,,,,,"Terrell County, TX",30.225,-102.0765,,,,,,,,,,,,,,,
,,,,,"Terry County, TX",33.1738,-102.3352,,,,,,,,,,,,,,,
,,,,,"Throckmorton County, TX",33.1775,-99.2124,,,,,,,,,,,,,,,
,,,,,"Titus County, TX",33.2166,-94.9657,,,,,,,,,,,,,,,
,,,,,"Tom Green County, TX",31.4044,-100.4621,,,,,,,,,,,,,,,
,,,,,"Travis County, TX",30.3347,-97.7819,,,,,,,,,,,,,,,
,,,,,"Trinity County, TX",31.0889,-95.1355,,,,,,,,,,,,,,,
,,,,,"Tyler County, TX",30.7713,-94.3765,,,,,,,,,,,,,,,
,,,,,"Upshur County, TX",32.7363,-94.9414,,,,,,,,,,,,,,,
,,,,,"Upton County, TX",31.3688,-102.0431,,,,,,,,,,,,,,,
,,,,,"Uvalde County, TX",29.3574,-99.7622,,,,,,,,,,,,,,,
,,,,,"Val Verde County, TX",29.893,-101.1517,,,,,,,,,,,,,,,
,,,,,"Van Zandt County, TX",32.5637,-95.8365,,,,,,,,,,,,,,,
,,,,,"Victoria County, TX",28.7964,-96.9715,,,,,,,,,,,,,,,
,,,,,"Walker County, TX",30.739,-95.5722,,,,,,,,,,,,,,,
,,,,,"Waller County, TX",30.011,-95.9877,,,,,,,,,,,,,,,
,,,,,"Ward County, TX",31.5095,-103.1024,,,,,,,,,,,,,,,
,,,,,"Washington County, TX",30.2145,-96.4036,,,,,,,,,,,,,,,
,,,,,"Webb County, TX",27.7611,-99.3316,,,,,,,,,,,,,,,
,,,,,"Wharton County, TX",29.2779,-96.2221,,,,,,,,,,,,,,,
,,,,,"Wheeler County, TX",35.4013,-100.2697,,,,,,,,,,,,,,,
,,,,,"Wichita County, TX",33.988,-98.7032,,,,,,,,,,,,,,,
,,,,,"Wilbarger County, TX",34.0807,-99.241,,,,,,,,,,,,,,,
,,,,,"Willacy County, TX",26.4706,-97.6732,,,,,,,,,,,,,,,
,,,,,"Williamson County, TX",30.6481,-97.6008,,,,,,,,,,,,,,,
,,,,,"Wilson County, TX",29.1741,-98.0866,,,,,,,,,,,,,,,
,,,,,"Winkler County, TX",31.85,-103.0482,,,,,,,,,,,,,,,
,,,,,"Wise County, TX",33.2159,-97.6544,,,,,,,,,,,,,,,
,,,,,"Wood County, TX",32.7864,-95.3821,,,,,,,,,,,,,,,
,,,,,"Yoakum County, TX",33.1729,-102.8278,,,,,,,,,,,,,,,
,,,,,"Young County, TX",33.1767,-98.6878,,,,,,,,,,,,,,,
,,,,,"Zapata County, TX",27.0007,-99.1686,,,,,,,,,,,,,,,
,,,,,"Zavala County, TX",28.8662,-99.7606,,,,,,,,,,,,,,,
,,,,,"Beaver County, UT",38.3577,-113.2358,,,,,,,,,,,,,,,
,,,,,"Box Elder County, UT",41.521,-113.0821,,,,,,,,,,,,,,,
,,,,,"Cache County, UT",41.7224,-111.7435,,,,,,,,,,,,,,,
,,,,,"Carbon County, UT",39.6482,-110.5889,,,,,,,,,,,,,,,
,,,,,"Daggett County, UT",40.8865,-109.5059,,,,,,,,,,,,,,,
,,,,,"Davis County, UT",40.9907,-112.1114,,,,,,,,,,,,,,,
,,,,,"Duchesne County, UT",40.2975,-110.4247,,,,,,,,,,,,,,,
,,,,,"Emery County, UT",38.9968,-110.7007,,,,,,,,,,,,,,,
,,,,,"Garfield County, UT",37.8548,-111.4447,,,,,,,,,,,,,,,
,,,,,"Grand County, UT",38.9818,-109.5697,,,,,,,,,,,,,,,
,,,,,"Iron County, UT",37.8592,-113.2893,,,,,,,,,,,,,,,
,,,,,"Juab County, UT",39.7026,-112.7848,,,,,,,,,,,,,,,
,,,,,"Kane County, UT",37.2851,-111.8878,,,,,,,,,,,,,,,
,,,,,"Millard County, UT",39.0738,-113.1004,,,,,,,,,,,,,,,
,,,,,"Morgan County, UT",41.0893,-111.5731,,,,,,,,,,,,,,,
,,,,,"Piute County, UT",38.3365,-112.1269,,,,,,,,,,,,,,,
,,,,,"Rich County, UT",41.6323,-111.2444,,,,,,,,,,,,,,,
,,,,,"Salt Lake County, UT",40.6676,-111.9239,,,,,,,,,,,,,,,
,,,,,"San Juan County, UT",37.6263,-109.8048,,,,,,,,,,,,,,,
,,,,,"Sanpete County, UT",39.374,-111.5764,,,,,,,,,,,,,,,
,,,,,"Sevier County, UT",38.7476,-111.8046,,,,,,,,,,,,,,,
,,,,,"Summit County, UT",40.8682,-110.9554,,,,,,,,,,,,,,,
,,,,,"Tooele County, UT",40.4488,-113.1311,,,,,,,,,,,,,,,
,,,,,"Uintah County, UT",40.1247,-109.5186,,,,,,,,,,,,,,,
,,,,,"Utah County, UT",40.1196,-111.6706,,,,,,,,,,,,,,,
,,,,,"Wasatch County, UT",40.3304,-111.1694,,,,,,,,,,,,,,,
,,,,,"Washington County, UT",37.2804,-113.5049,,,,,,,,,,,,,,,
,,,,,"Washington County, VA",37.2804,-113.5049,,,,,,,,,,,,,,,
,,,,,"Wayne County, UT",38.3244,-110.9036,,,,,,,,,,,,,,,
,,,,,"Weber County, UT",41.2699,-111.9133,,,,,,,,,,,,,,,
,,,,,"Addison County, VT",44.0306,-73.1407,,,,,,,,,,,,,,,
,,,,,"Bennington County, VT",43.0355,-73.0929,,,,,,,,,,,,,,,
,,,,,"Caledonia County, VT",44.4647,-72.1022,,,,,,,,,,,,,,,
,,,,,"Chittenden County, VT",44.4609,-73.0809,,,,,,,,,,,,,,,
,,,,,"Franklin County, VT",44.8574,-72.912,,,,,,,,,,,,,,,
,,,,,"Grand Isle County, VT",44.7968,-73.2948,,,,,,,,,,,,,,,
,,,,,"Lamoille County, VT",44.6057,-72.6414,,,,,,,,,,,,,,,
,,,,,"Orleans County, VT",44.8288,-72.2438,,,,,,,,,,,,,,,
,,,,,"Rutland County, VT",43.5801,-73.0366,,,,,,,,,,,,,,,
,,,,,"Washington County, VT",44.2734,-72.6149,,,,,,,,,,,,,,,
,,,,,"Windham County, VT",42.9906,-72.7138,,,,,,,,,,,,,,,
,,,,,"Windsor County, VT",43.5798,-72.5855,,,,,,,,,,,,,,,
,,,,,"Accomack County, VA",37.766,-75.6472,,,,,,,,,,,,,,,
,,,,,"Albemarle County, VA",38.0229,-78.5565,,,,,,,,,,,,,,,
,,,,,"Alleghany County, VA",37.7876,-80.007,,,,,,,,,,,,,,,
,,,,,"Amelia County, VA",37.336,-77.976,,,,,,,,,,,,,,,
,,,,,"Amherst County, VA",37.6048,-79.1451,,,,,,,,,,,,,,,
,,,,,"Appomattox County, VA",37.3722,-78.8121,,,,,,,,,,,,,,,
,,,,,"Arlington County, VA",38.8788,-77.1008,,,,,,,,,,,,,,,
,,,,,"Augusta County, VA",38.1646,-79.1338,,,,,,,,,,,,,,,
,,,,,"Bath County, VA",38.0587,-79.7411,,,,,,,,,,,,,,,
,,,,,"Bedford County, VA",37.3152,-79.5242,,,,,,,,,,,,,,,
,,,,,"Bland County, VA",37.134,-81.1302,,,,,,,,,,,,,,,
,,,,,"Botetourt County, VA",37.5571,-79.8123,,,,,,,,,,,,,,,
,,,,,"Brunswick County, VA",36.7648,-77.859,,,,,,,,,,,,,,,
,,,,,"Buchanan County, VA",37.2666,-82.036,,,,,,,,,,,,,,,
,,,,,"Buckingham County, VA",37.5722,-78.5287,,,,,,,,,,,,,,,
,,,,,"Campbell County, VA",37.2056,-79.0963,,,,,,,,,,,,,,,
,,,,,"Caroline County, VA",38.0272,-77.3475,,,,,,,,,,,,,,,
,,,,,"Carroll County, VA",36.7316,-80.7339,,,,,,,,,,,,,,,
,,,,,"Charles City County, VA",37.2385,-76.9028,,,,,,,,,,,,,,,
,,,,,"Charlotte County, VA",37.0116,-78.6616,,,,,,,,,,,,,,,
,,,,,"Chesapea County, VA",36.6778,-76.3024,,,,,,,,,,,,,,,
,,,,,"Chesterfield County, VA",37.3785,-77.5868,,,,,,,,,,,,,,,
,,,,,"City of Alexandria County, VA",38.8185,-77.0861,,,,,,,,,,,,,,,
,,,,,"City of Bristol County, VA",36.6181,-82.1606,,,,,,,,,,,,,,,
,,,,,"City of Buena Vista County, VA",37.7317,-79.3567,,,,,,,,,,,,,,,
,,,,,"City of Charlottesville County, VA",38.0373,-78.4858,,,,,,,,,,,,,,,
,,,,,"City of Chesapeake County, VA",36.6778,-76.3024,,,,,,,,,,,,,,,
,,,,,"City of Colonial Heights County, VA",37.2647,-77.3968,,,,,,,,,,,,,,,
,,,,,"City of Covington County, VA",37.7786,-79.9867,,,,,,,,,,,,,,,
,,,,,"City of Danville County, VA",36.5831,-79.4087,,,,,,,,,,,,,,,
,,,,,"City of Emporia County, VA",36.6952,-77.5356,,,,,,,,,,,,,,,
,,,,,"Empor County, VA",36.6952,-77.5356,,,,,,,,,,,,,,,
,,,,,"City of Fairfax County, VA",38.8533,-77.3003,,,,,,,,,,,,,,,
,,,,,"City of Falls Church County, VA",38.8843,-77.1743,,,,,,,,,,,,,,,
,,,,,"City of Franklin County, VA",36.6827,-76.9384,,,,,,,,,,,,,,,
,,,,,"Frankl County, VA",36.6827,-76.9384,,,,,,,,,,,,,,,
,,,,,"City of Fredericksburg County, VA",38.2992,-77.487,,,,,,,,,,,,,,,
,,,,,"City of Galax County, VA",36.6663,-80.9173,,,,,,,,,,,,,,,
,,,,,"City of Hampton County, VA",37.0958,-76.3307,,,,,,,,,,,,,,,
,,,,,"City of Harrisonburg County, VA",38.4362,-78.8735,,,,,,,,,,,,,,,
,,,,,"City of Hopewell County, VA",37.2914,-77.2986,,,,,,,,,,,,,,,
,,,,,"Hopewe County, VA",37.2914,-77.2986,,,,,,,,,,,,,,,
,,,,,"City of Lexington County, VA",37.7823,-79.4445,,,,,,,,,,,,,,,
,,,,,"Lexingt County, VA",37.7823,-79.4445,,,,,,,,,,,,,,,
,,,,,"City of Lynchburg County, VA",37.4005,-79.191,,,,,,,,,,,,,,,
,,,,,"City of Manassas County, VA",38.7482,-77.4837,,,,,,,,,,,,,,,
,,,,,"City of Manassas Park County, VA",38.7714,-77.4445,,,,,,,,,,,,,,,
,,,,,"City of Martinsville County, VA",36.6826,-79.8636,,,,,,,,,,,,,,,
,,,,,"Martinsvil County, VA",36.6826,-79.8636,,,,,,,,,,,,,,,
,,,,,"City of Newport News County, VA",37.1051,-76.5189,,,,,,,,,,,,,,,
,,,,,"City of Norfolk County, VA",36.8313,-76.2711,,,,,,,,,,,,,,,
,,,,,"City of Norton County, VA",36.9317,-82.6259,,,,,,,,,,,,,,,
,,,,,"City of Petersburg County, VA",37.2042,-77.3915,,,,,,,,,,,,,,,
,,,,,"Petersbu County, VA",37.2042,-77.3915,,,,,,,,,,,,,,,
,,,,,"City of Poquoson County, VA",37.1323,-76.3578,,,,,,,,,,,,,,,
,,,,,"Pope County, MN",37.1508,-76.3693,,,,,,,,,,,,,,,
,,,,,"Poquos County, VA",37.1508,-76.3693,,,,,,,,,,,,,,,
,,,,,"City of Portsmouth County, VA",36.8449,-76.3548,,,,,,,,,,,,,,,
,,,,,"Portsmou County, VA",36.8698,-76.3466,,,,,,,,,,,,,,,
,,,,,"City of Radford County, VA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Livingston County, KY",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Livingston Parish, LA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Livingston County, MI",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, AR",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, CO",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, IL",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, KS",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, KY",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, NE",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, ND",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, OH",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, OK",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Logan County, WV",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Long County, GA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Lonoke County, AR",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Lorain County, OH",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Los Alamos County, NM",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Los Angeles County, CA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Loudon County, TN",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Loudoun County, VA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Louisa County, IA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Louisa County, VA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Rabun County, GA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Racine County, WI",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"Radfo County, VA",37.1231,-80.5583,,,,,,,,,,,,,,,
,,,,,"City of Richmond County, VA",37.5293,-77.4754,,,,,,,,,,,,,,,
,,,,,"City of Roanoke County, VA",37.2781,-79.9581,,,,,,,,,,,,,,,
,,,,,"City of Salem County, VA",37.2864,-80.0556,,,,,,,,,,,,,,,
,,,,,"City of Staunton County, VA",38.1587,-79.0616,,,,,,,,,,,,,,,
,,,,,"Snohomish County, WA",38.1587,-79.0616,,,,,,,,,,,,,,,
