storage_type,uid,basin,formation_id,state,lon,lat
EOR,DOOK7317300,Anadarko Basin - OK,DOOK7317300,OK,-98.811518,35.643089
EOR,DOOK7318900,Anadarko Basin - OK,DOOK7318900,OK,-98.811518,35.643089
EOR,DOOK7319100,Anadarko Basin - OK,DOOK7319100,OK,-98.811518,35.643089
EOR,DOOK7320400,Anadarko Basin - OK,DOOK7320400,OK,-98.811518,35.643089
EOR,DOOK7321900,Anadarko Basin - OK,DOOK7321900,OK,-98.811518,35.643089
EOR,DOOK7322600,Anadarko Basin - OK,DOOK7322600,OK,-98.811518,35.643089
EOR,DOOK7322900,Anadarko Basin - OK,DOOK7322900,OK,-98.811518,35.643089
EOR,DOOK7323000,Anadarko Basin - OK,DOOK7323000,OK,-98.811518,35.643089
EOR,DOOK7323100,Anadarko Basin - OK,DOOK7323100,OK,-98.811518,35.643089
EOR,DOOK7323300,Anadarko Basin - OK,DOOK7323300,OK,-98.811518,35.643089
EOR,DOOK7323400,Anadarko Basin - OK,DOOK7323400,OK,-98.811518,35.643089
EOR,DOOK7323500,Anadarko Basin - OK,DOOK7323500,OK,-98.811518,35.643089
EOR,DOOK7323600,Anadarko Basin - OK,DOOK7323600,OK,-98.811518,35.643089
EOR,DOOK7323900,Anadarko Basin - OK,DOOK7323900,OK,-98.811518,35.643089
EOR,DOOK7324100,Anadarko Basin - OK,DOOK7324100,OK,-98.811518,35.643089
EOR,DOOK7324700,Anadarko Basin - OK,DOOK7324700,OK,-98.811518,35.643089
EOR,DOOK7325100,Anadarko Basin - OK,DOOK7325100,OK,-98.811518,35.643089
EOR,DOOK7325300,Anadarko Basin - OK,DOOK7325300,OK,-98.811518,35.643089
EOR,DOOK7325800,Anadarko Basin - OK,DOOK7325800,OK,-98.811518,35.643089
EOR,DOOK7326200,Anadarko Basin - OK,DOOK7326200,OK,-98.811518,35.643089
EOR,DOOK7326500,Anadarko Basin - OK,DOOK7326500,OK,-98.811518,35.643089
EOR,DOOK7326900,Anadarko Basin - OK,DOOK7326900,OK,-98.811518,35.643089
EOR,DOOK7327000,Anadarko Basin - OK,DOOK7327000,OK,-98.811518,35.643089
EOR,DOOK7327400,Anadarko Basin - OK,DOOK7327400,OK,-98.811518,35.643089
EOR,DOOK7328100,Anadarko Basin - OK,DOOK7328100,OK,-98.811518,35.643089
EOR,DOOK7328900,Anadarko Basin - OK,DOOK7328900,OK,-98.811518,35.643089
EOR,DOOK7329300,Anadarko Basin - OK,DOOK7329300,OK,-98.811518,35.643089
EOR,DOOK7329700,Anadarko Basin - OK,DOOK7329700,OK,-98.811518,35.643089
EOR,DOOK7329900,Anadarko Basin - OK,DOOK7329900,OK,-98.811518,35.643089
EOR,DOOK7330000,Anadarko Basin - OK,DOOK7330000,OK,-98.811518,35.643089
EOR,DOOK7330700,Anadarko Basin - OK,DOOK7330700,OK,-98.811518,35.643089
EOR,DOOK7331400,Anadarko Basin - OK,DOOK7331400,OK,-98.811518,35.643089
EOR,DOOK7331600,Anadarko Basin - OK,DOOK7331600,OK,-98.811518,35.643089
EOR,DOOK7331700,Anadarko Basin - OK,DOOK7331700,OK,-98.811518,35.643089
EOR,DOOK7331900,Anadarko Basin - OK,DOOK7331900,OK,-98.811518,35.643089
EOR,DOOK7332000,Anadarko Basin - OK,DOOK7332000,OK,-98.811518,35.643089
EOR,DOOK7333200,Anadarko Basin - OK,DOOK7333200,OK,-98.811518,35.643089
EOR,DOOK7333800,Anadarko Basin - OK,DOOK7333800,OK,-98.811518,35.643089
EOR,DOOK7334600,Anadarko Basin - OK,DOOK7334600,OK,-98.811518,35.643089
EOR,DOOK7336100,Anadarko Basin - OK,DOOK7336100,OK,-98.811518,35.643089
EOR,DOOK7336300,Anadarko Basin - OK,DOOK7336300,OK,-98.811518,35.643089
EOR,DOOK7336400,Anadarko Basin - OK,DOOK7336400,OK,-98.811518,35.643089
EOR,DOOK7336800,Anadarko Basin - OK,DOOK7336800,OK,-98.811518,35.643089
EOR,DOOK7337100,Anadarko Basin - OK,DOOK7337100,OK,-98.811518,35.643089
EOR,DOOK7338200,Anadarko Basin - OK,DOOK7338200,OK,-98.811518,35.643089
EOR,DOOK7338300,Anadarko Basin - OK,DOOK7338300,OK,-98.811518,35.643089
EOR,DOOK7338500,Anadarko Basin - OK,DOOK7338500,OK,-98.811518,35.643089
EOR,DOOK7339700,Anadarko Basin - OK,DOOK7339700,OK,-98.811518,35.643089
EOR,DOOK7340400,Anadarko Basin - OK,DOOK7340400,OK,-98.811518,35.643089
EOR,DOOK7340500,Anadarko Basin - OK,DOOK7340500,OK,-98.811518,35.643089
EOR,DOOK7342200,Anadarko Basin - OK,DOOK7342200,OK,-98.811518,35.643089
EOR,DOOK7343500,Anadarko Basin - OK,DOOK7343500,OK,-98.811518,35.643089
EOR,DOOK7343600,Anadarko Basin - OK,DOOK7343600,OK,-98.811518,35.643089
EOR,DOOK7343800,Anadarko Basin - OK,DOOK7343800,OK,-98.811518,35.643089
EOR,DOOK7344600,Anadarko Basin - OK,DOOK7344600,OK,-98.811518,35.643089
EOR,DOOK7345700,Anadarko Basin - OK,DOOK7345700,OK,-98.811518,35.643089
EOR,DOOK7345800,Anadarko Basin - OK,DOOK7345800,OK,-98.811518,35.643089
EOR,DOOK7345900,Anadarko Basin - OK,DOOK7345900,OK,-98.811518,35.643089
EOR,DOOK7346000,Anadarko Basin - OK,DOOK7346000,OK,-98.811518,35.643089
EOR,DOOK7346500,Anadarko Basin - OK,DOOK7346500,OK,-98.811518,35.643089
EOR,DOOK7346700,Anadarko Basin - OK,DOOK7346700,OK,-98.811518,35.643089
EOR,DOOK7347700,Anadarko Basin - OK,DOOK7347700,OK,-98.811518,35.643089
EOR,DOOK7349100,Anadarko Basin - OK,DOOK7349100,OK,-98.811518,35.643089
EOR,DOOK7349200,Anadarko Basin - OK,DOOK7349200,OK,-98.811518,35.643089
EOR,DOOK7349300,Anadarko Basin - OK,DOOK7349300,OK,-98.811518,35.643089
EOR,DOOK7349500,Anadarko Basin - OK,DOOK7349500,OK,-98.811518,35.643089
EOR,DOOK7349600,Anadarko Basin - OK,DOOK7349600,OK,-98.811518,35.643089
EOR,DOOK7349900,Anadarko Basin - OK,DOOK7349900,OK,-98.811518,35.643089
EOR,DOOK7350100,Anadarko Basin - OK,DOOK7350100,OK,-98.811518,35.643089
EOR,DOOK7350300,Anadarko Basin - OK,DOOK7350300,OK,-98.811518,35.643089
EOR,DOOK7350700,Anadarko Basin - OK,DOOK7350700,OK,-98.811518,35.643089
EOR,DOOK7350900,Anadarko Basin - OK,DOOK7350900,OK,-98.811518,35.643089
EOR,DOOK7351900,Anadarko Basin - OK,DOOK7351900,OK,-98.811518,35.643089
EOR,DOOK7352100,Anadarko Basin - OK,DOOK7352100,OK,-98.811518,35.643089
EOR,DOOK7352200,Anadarko Basin - OK,DOOK7352200,OK,-98.811518,35.643089
EOR,DOOK7352700,Anadarko Basin - OK,DOOK7352700,OK,-98.811518,35.643089
EOR,DOOK7353900,Anadarko Basin - OK,DOOK7353900,OK,-98.811518,35.643089
EOR,DOOK7354400,Anadarko Basin - OK,DOOK7354400,OK,-98.811518,35.643089
EOR,DOOK7354600,Anadarko Basin - OK,DOOK7354600,OK,-98.811518,35.643089
EOR,DOOK7354700,Anadarko Basin - OK,DOOK7354700,OK,-98.811518,35.643089
EOR,DOOK7355000,Anadarko Basin - OK,DOOK7355000,OK,-98.811518,35.643089
EOR,DOOK7355300,Anadarko Basin - OK,DOOK7355300,OK,-98.811518,35.643089
EOR,DOOK7356700,Anadarko Basin - OK,DOOK7356700,OK,-98.811518,35.643089
EOR,DOOK7359100,Anadarko Basin - OK,DOOK7359100,OK,-98.811518,35.643089
EOR,DOOK7359400,Anadarko Basin - OK,DOOK7359400,OK,-98.811518,35.643089
EOR,DOOK7359700,Anadarko Basin - OK,DOOK7359700,OK,-98.811518,35.643089
EOR,DOOK7359800,Anadarko Basin - OK,DOOK7359800,OK,-98.811518,35.643089
EOR,DOOK7359900,Anadarko Basin - OK,DOOK7359900,OK,-98.811518,35.643089
EOR,DOOK7360100,Anadarko Basin - OK,DOOK7360100,OK,-98.811518,35.643089
EOR,DOOK7360300,Anadarko Basin - OK,DOOK7360300,OK,-98.811518,35.643089
EOR,DOOK7360600,Anadarko Basin - OK,DOOK7360600,OK,-98.811518,35.643089
EOR,DOOK7361100,Anadarko Basin - OK,DOOK7361100,OK,-98.811518,35.643089
EOR,DOOK7361600,Anadarko Basin - OK,DOOK7361600,OK,-98.811518,35.643089
EOR,DOTX6347400,Anadarko Basin - TX,DOTX6347400,TX,-100.423451,35.951881
EOR,DOTX6347600,Anadarko Basin - TX,DOTX6347600,TX,-100.423451,35.951881
EOR,DOTX6347800,Anadarko Basin - TX,DOTX6347800,TX,-100.423451,35.951881
EOR,DOTX6348400,Anadarko Basin - TX,DOTX6348400,TX,-100.423451,35.951881
EOR,DOTX6348900,Anadarko Basin - TX,DOTX6348900,TX,-100.423451,35.951881
EOR,DOTX6349000,Anadarko Basin - TX,DOTX6349000,TX,-100.423451,35.951881
EOR,DOTX6351800,Anadarko Basin - TX,DOTX6351800,TX,-100.423451,35.951881
EOR,DOTX6352800,Anadarko Basin - TX,DOTX6352800,TX,-100.423451,35.951881
EOR,DOTX6353800,Anadarko Basin - TX,DOTX6353800,TX,-100.423451,35.951881
EOR,DOTX6354100,Anadarko Basin - TX,DOTX6354100,TX,-100.423451,35.951881
EOR,DOTX6369500,Anadarko Basin - TX,DOTX6369500,TX,-100.423451,35.951881
EOR,DOTX6377400,Anadarko Basin - TX,DOTX6377400,TX,-100.423451,35.951881
EOR,DOTX6381000,Anadarko Basin - TX,DOTX6381000,TX,-100.423451,35.951881
EOR,DOTX6382600,Anadarko Basin - TX,DOTX6382600,TX,-100.423451,35.951881
EOR,DOTX6383900,Anadarko Basin - TX,DOTX6383900,TX,-100.423451,35.951881
EOR,DOTX6744600,Anadarko Basin - TX,DOTX6744600,TX,-100.423451,35.951881
EOR,DONY7299100,Appalachian Basin - NY,DONY7299100,NY,-76.413601,42.609829
EOR,DOTN6499900,Appalachian Basin - TN,DOTN6499900,TN,-84.477099,36.301836
EOR,DOVA6799900,Appalachian Basin - VA,DOVA6799900,VA,-80.893616,37.494133
EOR,DOOK6264900,Arkoma Basin - OK,DOOK6264900,OK,-95.537519,35.050822
EOR,DOOK6265000,Arkoma Basin - OK,DOOK6265000,OK,-95.537519,35.050822
EOR,DOOK6298200,Arkoma Basin - OK,DOOK6298200,OK,-95.537519,35.050822
EOR,DOOK6298300,Arkoma Basin - OK,DOOK6298300,OK,-95.537519,35.050822
EOR,DOOK6306800,Arkoma Basin - OK,DOOK6306800,OK,-95.537519,35.050822
EOR,DOOK6317200,Arkoma Basin - OK,DOOK6317200,OK,-95.537519,35.050822
EOR,DOOK6327400,Arkoma Basin - OK,DOOK6327400,OK,-95.537519,35.050822
EOR,DOOK6327600,Arkoma Basin - OK,DOOK6327600,OK,-95.537519,35.050822
EOR,DOOK6339900,Arkoma Basin - OK,DOOK6339900,OK,-95.537519,35.050822
EOR,DOOK6270500,Bend Arch - Ft. Worth Basin - OK,DOOK6270500,OK,-98.288856,34.240032
EOR,DOOK6737400,Bend Arch - Ft. Worth Basin - OK,DOOK6737400,OK,-98.288856,34.240032
EOR,DOOK6737500,Bend Arch - Ft. Worth Basin - OK,DOOK6737500,OK,-98.288856,34.240032
EOR,DOOK6737600,Bend Arch - Ft. Worth Basin - OK,DOOK6737600,OK,-98.288856,34.240032
EOR,DOOK6737700,Bend Arch - Ft. Worth Basin - OK,DOOK6737700,OK,-98.288856,34.240032
EOR,DOOK6737800,Bend Arch - Ft. Worth Basin - OK,DOOK6737800,OK,-98.288856,34.240032
EOR,DOOK6738500,Bend Arch - Ft. Worth Basin - OK,DOOK6738500,OK,-98.288856,34.240032
EOR,DOOK6738600,Bend Arch - Ft. Worth Basin - OK,DOOK6738600,OK,-98.288856,34.240032
EOR,DOOK6743600,Bend Arch - Ft. Worth Basin - OK,DOOK6743600,OK,-98.288856,34.240032
EOR,DOTX6268400,Bend Arch - Ft. Worth Basin - TX,DOTX6268400,TX,-98.661315,32.528536
EOR,DOTX6268500,Bend Arch - Ft. Worth Basin - TX,DOTX6268500,TX,-98.661315,32.528536
EOR,DOTX6268700,Bend Arch - Ft. Worth Basin - TX,DOTX6268700,TX,-98.661315,32.528536
EOR,DOTX6269800,Bend Arch - Ft. Worth Basin - TX,DOTX6269800,TX,-98.661315,32.528536
EOR,DOTX6270600,Bend Arch - Ft. Worth Basin - TX,DOTX6270600,TX,-98.661315,32.528536
EOR,DOTX6270800,Bend Arch - Ft. Worth Basin - TX,DOTX6270800,TX,-98.661315,32.528536
EOR,DOTX6272700,Bend Arch - Ft. Worth Basin - TX,DOTX6272700,TX,-98.661315,32.528536
EOR,DOTX6272800,Bend Arch - Ft. Worth Basin - TX,DOTX6272800,TX,-98.661315,32.528536
EOR,DOTX6272900,Bend Arch - Ft. Worth Basin - TX,DOTX6272900,TX,-98.661315,32.528536
EOR,DOTX6273300,Bend Arch - Ft. Worth Basin - TX,DOTX6273300,TX,-98.661315,32.528536
EOR,DOTX6273500,Bend Arch - Ft. Worth Basin - TX,DOTX6273500,TX,-98.661315,32.528536
EOR,DOTX6273600,Bend Arch - Ft. Worth Basin - TX,DOTX6273600,TX,-98.661315,32.528536
EOR,DOTX6273900,Bend Arch - Ft. Worth Basin - TX,DOTX6273900,TX,-98.661315,32.528536
EOR,DOTX6274000,Bend Arch - Ft. Worth Basin - TX,DOTX6274000,TX,-98.661315,32.528536
EOR,DOTX6274500,Bend Arch - Ft. Worth Basin - TX,DOTX6274500,TX,-98.661315,32.528536
EOR,DOTX6275700,Bend Arch - Ft. Worth Basin - TX,DOTX6275700,TX,-98.661315,32.528536
EOR,DOTX6276200,Bend Arch - Ft. Worth Basin - TX,DOTX6276200,TX,-98.661315,32.528536
EOR,DOTX6276800,Bend Arch - Ft. Worth Basin - TX,DOTX6276800,TX,-98.661315,32.528536
EOR,DOTX6278400,Bend Arch - Ft. Worth Basin - TX,DOTX6278400,TX,-98.661315,32.528536
EOR,DOTX6278500,Bend Arch - Ft. Worth Basin - TX,DOTX6278500,TX,-98.661315,32.528536
EOR,DOTX6279700,Bend Arch - Ft. Worth Basin - TX,DOTX6279700,TX,-98.661315,32.528536
EOR,DOTX6282000,Bend Arch - Ft. Worth Basin - TX,DOTX6282000,TX,-98.661315,32.528536
EOR,DOTX6282900,Bend Arch - Ft. Worth Basin - TX,DOTX6282900,TX,-98.661315,32.528536
EOR,DOTX6525600,Bend Arch - Ft. Worth Basin - TX,DOTX6525600,TX,-98.661315,32.528536
EOR,DOTX6525700,Bend Arch - Ft. Worth Basin - TX,DOTX6525700,TX,-98.661315,32.528536
EOR,DOTX6526000,Bend Arch - Ft. Worth Basin - TX,DOTX6526000,TX,-98.661315,32.528536
EOR,DOTX6526100,Bend Arch - Ft. Worth Basin - TX,DOTX6526100,TX,-98.661315,32.528536
EOR,DOTX6526200,Bend Arch - Ft. Worth Basin - TX,DOTX6526200,TX,-98.661315,32.528536
EOR,DOTX6526300,Bend Arch - Ft. Worth Basin - TX,DOTX6526300,TX,-98.661315,32.528536
EOR,DOTX6526400,Bend Arch - Ft. Worth Basin - TX,DOTX6526400,TX,-98.661315,32.528536
EOR,DOTX6527400,Bend Arch - Ft. Worth Basin - TX,DOTX6527400,TX,-98.661315,32.528536
EOR,DOTX6527800,Bend Arch - Ft. Worth Basin - TX,DOTX6527800,TX,-98.661315,32.528536
EOR,DOTX6528600,Bend Arch - Ft. Worth Basin - TX,DOTX6528600,TX,-98.661315,32.528536
EOR,DOTX6529000,Bend Arch - Ft. Worth Basin - TX,DOTX6529000,TX,-98.661315,32.528536
EOR,DOTX6529100,Bend Arch - Ft. Worth Basin - TX,DOTX6529100,TX,-98.661315,32.528536
EOR,DOTX6530300,Bend Arch - Ft. Worth Basin - TX,DOTX6530300,TX,-98.661315,32.528536
EOR,DOTX6530400,Bend Arch - Ft. Worth Basin - TX,DOTX6530400,TX,-98.661315,32.528536
EOR,DOTX6531500,Bend Arch - Ft. Worth Basin - TX,DOTX6531500,TX,-98.661315,32.528536
EOR,DOTX6532200,Bend Arch - Ft. Worth Basin - TX,DOTX6532200,TX,-98.661315,32.528536
EOR,DOTX6532300,Bend Arch - Ft. Worth Basin - TX,DOTX6532300,TX,-98.661315,32.528536
EOR,DOTX6532800,Bend Arch - Ft. Worth Basin - TX,DOTX6532800,TX,-98.661315,32.528536
EOR,DOTX6533000,Bend Arch - Ft. Worth Basin - TX,DOTX6533000,TX,-98.661315,32.528536
EOR,DOTX6534000,Bend Arch - Ft. Worth Basin - TX,DOTX6534000,TX,-98.661315,32.528536
EOR,DOTX6534100,Bend Arch - Ft. Worth Basin - TX,DOTX6534100,TX,-98.661315,32.528536
EOR,DOTX6534400,Bend Arch - Ft. Worth Basin - TX,DOTX6534400,TX,-98.661315,32.528536
EOR,DOTX6535300,Bend Arch - Ft. Worth Basin - TX,DOTX6535300,TX,-98.661315,32.528536
EOR,DOTX6535500,Bend Arch - Ft. Worth Basin - TX,DOTX6535500,TX,-98.661315,32.528536
EOR,DOTX6535700,Bend Arch - Ft. Worth Basin - TX,DOTX6535700,TX,-98.661315,32.528536
EOR,DOTX6536800,Bend Arch - Ft. Worth Basin - TX,DOTX6536800,TX,-98.661315,32.528536
EOR,DOTX6537100,Bend Arch - Ft. Worth Basin - TX,DOTX6537100,TX,-98.661315,32.528536
EOR,DOTX6537500,Bend Arch - Ft. Worth Basin - TX,DOTX6537500,TX,-98.661315,32.528536
EOR,DOTX6538000,Bend Arch - Ft. Worth Basin - TX,DOTX6538000,TX,-98.661315,32.528536
EOR,DOTX6538400,Bend Arch - Ft. Worth Basin - TX,DOTX6538400,TX,-98.661315,32.528536
EOR,DOTX6538500,Bend Arch - Ft. Worth Basin - TX,DOTX6538500,TX,-98.661315,32.528536
EOR,DOTX6540700,Bend Arch - Ft. Worth Basin - TX,DOTX6540700,TX,-98.661315,32.528536
EOR,DOTX6541000,Bend Arch - Ft. Worth Basin - TX,DOTX6541000,TX,-98.661315,32.528536
EOR,DOTX6541500,Bend Arch - Ft. Worth Basin - TX,DOTX6541500,TX,-98.661315,32.528536
EOR,DOTX6542800,Bend Arch - Ft. Worth Basin - TX,DOTX6542800,TX,-98.661315,32.528536
EOR,DOTX6543400,Bend Arch - Ft. Worth Basin - TX,DOTX6543400,TX,-98.661315,32.528536
EOR,DOTX6543500,Bend Arch - Ft. Worth Basin - TX,DOTX6543500,TX,-98.661315,32.528536
EOR,DOTX6544300,Bend Arch - Ft. Worth Basin - TX,DOTX6544300,TX,-98.661315,32.528536
EOR,DOTX6544500,Bend Arch - Ft. Worth Basin - TX,DOTX6544500,TX,-98.661315,32.528536
EOR,DOTX6544800,Bend Arch - Ft. Worth Basin - TX,DOTX6544800,TX,-98.661315,32.528536
EOR,DOTX6545000,Bend Arch - Ft. Worth Basin - TX,DOTX6545000,TX,-98.661315,32.528536
EOR,DOTX6545100,Bend Arch - Ft. Worth Basin - TX,DOTX6545100,TX,-98.661315,32.528536
EOR,DOTX6545200,Bend Arch - Ft. Worth Basin - TX,DOTX6545200,TX,-98.661315,32.528536
EOR,DOTX6545600,Bend Arch - Ft. Worth Basin - TX,DOTX6545600,TX,-98.661315,32.528536
EOR,DOTX6545800,Bend Arch - Ft. Worth Basin - TX,DOTX6545800,TX,-98.661315,32.528536
EOR,DOTX6546300,Bend Arch - Ft. Worth Basin - TX,DOTX6546300,TX,-98.661315,32.528536
EOR,DOTX6546800,Bend Arch - Ft. Worth Basin - TX,DOTX6546800,TX,-98.661315,32.528536
EOR,DOTX6547400,Bend Arch - Ft. Worth Basin - TX,DOTX6547400,TX,-98.661315,32.528536
EOR,DOTX6549200,Bend Arch - Ft. Worth Basin - TX,DOTX6549200,TX,-98.661315,32.528536
EOR,DOTX6549600,Bend Arch - Ft. Worth Basin - TX,DOTX6549600,TX,-98.661315,32.528536
EOR,DOTX6550000,Bend Arch - Ft. Worth Basin - TX,DOTX6550000,TX,-98.661315,32.528536
EOR,DOTX6550100,Bend Arch - Ft. Worth Basin - TX,DOTX6550100,TX,-98.661315,32.528536
EOR,DOTX6550200,Bend Arch - Ft. Worth Basin - TX,DOTX6550200,TX,-98.661315,32.528536
EOR,DOTX6550600,Bend Arch - Ft. Worth Basin - TX,DOTX6550600,TX,-98.661315,32.528536
EOR,DOTX6550700,Bend Arch - Ft. Worth Basin - TX,DOTX6550700,TX,-98.661315,32.528536
EOR,DOTX6552300,Bend Arch - Ft. Worth Basin - TX,DOTX6552300,TX,-98.661315,32.528536
EOR,DOTX6552400,Bend Arch - Ft. Worth Basin - TX,DOTX6552400,TX,-98.661315,32.528536
EOR,DOTX6552800,Bend Arch - Ft. Worth Basin - TX,DOTX6552800,TX,-98.661315,32.528536
EOR,DOTX6553300,Bend Arch - Ft. Worth Basin - TX,DOTX6553300,TX,-98.661315,32.528536
EOR,DOTX6554500,Bend Arch - Ft. Worth Basin - TX,DOTX6554500,TX,-98.661315,32.528536
EOR,DOTX6555300,Bend Arch - Ft. Worth Basin - TX,DOTX6555300,TX,-98.661315,32.528536
EOR,DOTX6555700,Bend Arch - Ft. Worth Basin - TX,DOTX6555700,TX,-98.661315,32.528536
EOR,DOTX6556000,Bend Arch - Ft. Worth Basin - TX,DOTX6556000,TX,-98.661315,32.528536
EOR,DOTX6558300,Bend Arch - Ft. Worth Basin - TX,DOTX6558300,TX,-98.661315,32.528536
EOR,DOTX6558700,Bend Arch - Ft. Worth Basin - TX,DOTX6558700,TX,-98.661315,32.528536
EOR,DOTX6559000,Bend Arch - Ft. Worth Basin - TX,DOTX6559000,TX,-98.661315,32.528536
EOR,DOTX6559500,Bend Arch - Ft. Worth Basin - TX,DOTX6559500,TX,-98.661315,32.528536
EOR,DOTX6559600,Bend Arch - Ft. Worth Basin - TX,DOTX6559600,TX,-98.661315,32.528536
EOR,DOTX6560000,Bend Arch - Ft. Worth Basin - TX,DOTX6560000,TX,-98.661315,32.528536
EOR,DOTX6560400,Bend Arch - Ft. Worth Basin - TX,DOTX6560400,TX,-98.661315,32.528536
EOR,DOTX6582700,Bend Arch - Ft. Worth Basin - TX,DOTX6582700,TX,-98.661315,32.528536
EOR,DOTX6587700,Bend Arch - Ft. Worth Basin - TX,DOTX6587700,TX,-98.661315,32.528536
EOR,DOTX6588900,Bend Arch - Ft. Worth Basin - TX,DOTX6588900,TX,-98.661315,32.528536
EOR,DOTX6589800,Bend Arch - Ft. Worth Basin - TX,DOTX6589800,TX,-98.661315,32.528536
EOR,DOTX6591000,Bend Arch - Ft. Worth Basin - TX,DOTX6591000,TX,-98.661315,32.528536
EOR,DOTX6598900,Bend Arch - Ft. Worth Basin - TX,DOTX6598900,TX,-98.661315,32.528536
EOR,DOTX6599700,Bend Arch - Ft. Worth Basin - TX,DOTX6599700,TX,-98.661315,32.528536
EOR,DOTX6601800,Bend Arch - Ft. Worth Basin - TX,DOTX6601800,TX,-98.661315,32.528536
EOR,DOTX6605900,Bend Arch - Ft. Worth Basin - TX,DOTX6605900,TX,-98.661315,32.528536
EOR,DOTX6607800,Bend Arch - Ft. Worth Basin - TX,DOTX6607800,TX,-98.661315,32.528536
EOR,DOTX6608200,Bend Arch - Ft. Worth Basin - TX,DOTX6608200,TX,-98.661315,32.528536
EOR,DOTX6610200,Bend Arch - Ft. Worth Basin - TX,DOTX6610200,TX,-98.661315,32.528536
EOR,DOTX6611300,Bend Arch - Ft. Worth Basin - TX,DOTX6611300,TX,-98.661315,32.528536
EOR,DOTX6612800,Bend Arch - Ft. Worth Basin - TX,DOTX6612800,TX,-98.661315,32.528536
EOR,DOTX6613600,Bend Arch - Ft. Worth Basin - TX,DOTX6613600,TX,-98.661315,32.528536
EOR,DOTX6614200,Bend Arch - Ft. Worth Basin - TX,DOTX6614200,TX,-98.661315,32.528536
EOR,DOTX6614300,Bend Arch - Ft. Worth Basin - TX,DOTX6614300,TX,-98.661315,32.528536
EOR,DOTX6614400,Bend Arch - Ft. Worth Basin - TX,DOTX6614400,TX,-98.661315,32.528536
EOR,DOTX6614500,Bend Arch - Ft. Worth Basin - TX,DOTX6614500,TX,-98.661315,32.528536
EOR,DOTX6615400,Bend Arch - Ft. Worth Basin - TX,DOTX6615400,TX,-98.661315,32.528536
EOR,DOTX6616600,Bend Arch - Ft. Worth Basin - TX,DOTX6616600,TX,-98.661315,32.528536
EOR,DOTX6617200,Bend Arch - Ft. Worth Basin - TX,DOTX6617200,TX,-98.661315,32.528536
EOR,DOTX6618500,Bend Arch - Ft. Worth Basin - TX,DOTX6618500,TX,-98.661315,32.528536
EOR,DOTX6620700,Bend Arch - Ft. Worth Basin - TX,DOTX6620700,TX,-98.661315,32.528536
EOR,DOTX6621400,Bend Arch - Ft. Worth Basin - TX,DOTX6621400,TX,-98.661315,32.528536
EOR,DOTX6621500,Bend Arch - Ft. Worth Basin - TX,DOTX6621500,TX,-98.661315,32.528536
EOR,DOTX6622200,Bend Arch - Ft. Worth Basin - TX,DOTX6622200,TX,-98.661315,32.528536
EOR,DOTX6622900,Bend Arch - Ft. Worth Basin - TX,DOTX6622900,TX,-98.661315,32.528536
EOR,DOTX6623600,Bend Arch - Ft. Worth Basin - TX,DOTX6623600,TX,-98.661315,32.528536
EOR,DOTX6623900,Bend Arch - Ft. Worth Basin - TX,DOTX6623900,TX,-98.661315,32.528536
EOR,DOTX6630100,Bend Arch - Ft. Worth Basin - TX,DOTX6630100,TX,-98.661315,32.528536
EOR,DOTX6633800,Bend Arch - Ft. Worth Basin - TX,DOTX6633800,TX,-98.661315,32.528536
EOR,DOTX6637200,Bend Arch - Ft. Worth Basin - TX,DOTX6637200,TX,-98.661315,32.528536
EOR,DOTX6638400,Bend Arch - Ft. Worth Basin - TX,DOTX6638400,TX,-98.661315,32.528536
EOR,DOTX6644300,Bend Arch - Ft. Worth Basin - TX,DOTX6644300,TX,-98.661315,32.528536
EOR,DOTX6647800,Bend Arch - Ft. Worth Basin - TX,DOTX6647800,TX,-98.661315,32.528536
EOR,DOTX6649300,Bend Arch - Ft. Worth Basin - TX,DOTX6649300,TX,-98.661315,32.528536
EOR,DOTX6650000,Bend Arch - Ft. Worth Basin - TX,DOTX6650000,TX,-98.661315,32.528536
EOR,DOTX6650900,Bend Arch - Ft. Worth Basin - TX,DOTX6650900,TX,-98.661315,32.528536
EOR,DOTX6651300,Bend Arch - Ft. Worth Basin - TX,DOTX6651300,TX,-98.661315,32.528536
EOR,DOTX6653700,Bend Arch - Ft. Worth Basin - TX,DOTX6653700,TX,-98.661315,32.528536
EOR,DOTX6654900,Bend Arch - Ft. Worth Basin - TX,DOTX6654900,TX,-98.661315,32.528536
EOR,DOTX6656000,Bend Arch - Ft. Worth Basin - TX,DOTX6656000,TX,-98.661315,32.528536
EOR,DOTX6657500,Bend Arch - Ft. Worth Basin - TX,DOTX6657500,TX,-98.661315,32.528536
EOR,DOTX6661400,Bend Arch - Ft. Worth Basin - TX,DOTX6661400,TX,-98.661315,32.528536
EOR,DOTX6668000,Bend Arch - Ft. Worth Basin - TX,DOTX6668000,TX,-98.661315,32.528536
EOR,DOTX6672500,Bend Arch - Ft. Worth Basin - TX,DOTX6672500,TX,-98.661315,32.528536
EOR,DOTX6674400,Bend Arch - Ft. Worth Basin - TX,DOTX6674400,TX,-98.661315,32.528536
EOR,DOTX6676700,Bend Arch - Ft. Worth Basin - TX,DOTX6676700,TX,-98.661315,32.528536
EOR,DOTX6697100,Bend Arch - Ft. Worth Basin - TX,DOTX6697100,TX,-98.661315,32.528536
