Storage Project Type,Formation Number UID,Basin,Formation Identifier,Formation State,Formation Centroid Longitude,Formation Centroid Latitude,,Point Source Coordinates Latitude,Point Source Coordinates Longitude,Dedicated or Trunkline Distance,Distance Estimate for CO2_T_COM Results,Dedicated or Trunkline Transport Cost,Parallel Trunkline Multiplier,Gathering Line Distance,Gathering Line Transport Cost,Distribution Line Distance,Distribution Line Cost,Combined Transport Cost,PISC,Shovel Ready EOR,Storage Cost,30 Year Capacity,T&S Cost If Eligible,Formation Identifier (Rpt.),,CTS Tool Utility: Storage Lookup Key
Storage Project Type (SALINE = saline aquifer; EOR = conventional oilfield converted to CO2 Enhanced Oil Revocery),"The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields","The basin name is based on USGS oil and gas province names, used for conventional oilfields",aligns to CO2_S_COM geologic database formations; the numbers refer to defined portions of the overall reservoir,U.S. state abbreviation where the formation centroid is located,Saline formation or Basin - State (oilfield proxy) geographic centroid longitude,Saline formation or Basin - State (oilfield proxy) geographic centroid latitude,,latitude; decimal degrees (based on user source location input),longitude; decimal degrees (based on user source location input),"straight-line distance between point source and formation centroid, in miles, accounting for curvature of the earth","distance between point source and formation centroid, rounded to nearest 10 miles, accounting for user input tortuosity","CO2_T_COM FYBE cost, adjusted to user selected cost basis year","number of parallel trunklines selected by user (1, 2, or 3); default is 1 if dedicated pipeline option is selected by user","pipeline distance between point source and trunkline, if selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of gathering pipeline, if trunkline option is selected by user","pipeline distance between trunkline and storage site, if trunkline selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of distribution pipeline, if trunkline option is selected by user","Total Transport cost, for all estimated distances below 1000 miles.  CTS tool assumes pipelines over 1000 miles are not tenable.","Post Injection Site Care duration in years based on user selection, for saline storage projects","Flag whether the conventional oilfield is near the end of secondary (waterflood) recovery and could be likely to economically transition to tertiary (EOR) recovery, based on original and current oil in place estimates",CO2_S_COM FYBE cost of storage; or CO2 EOR Evaluation System FYBE price of CO2,"Flag whether the saline formation or conventional oilfield has adequate CO2 storage capacity, accounting for pressure interference, for 30 years of storage at user selected injection rate","Combined Transport and Storage FYBE cost, from Co2 source's perspective, if appropraite flags are ""Yes"" and transportation distance is <1000 miles","The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields, repeated for CTS tool lookup functionality",,PISC - State - Average Mass Flow Rate - Formation - Capacity Factor lookup key for CO2_S_COM FYBE prices
SALINE/EOR,#,Basin - State Abbreviation (if multi-state basin),Formation and Number,Abbv.,decimal degrees,decimal degrees,,lat,long,mi,mi,2023$/t,multiple,mi,2023$/t,mi,2023$/t,2023$/t,Years,Yes/No,2023$/t,yes/no,2023$/t,fm,,S_COM cost lookup
EOR, DOOK6280400,Southern Oklahoma, DOOK6280400, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,-300,NO,-296.9107888, DOOK6280400,,
EOR, DOOK6280500,Southern Oklahoma, DOOK6280500, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,100,NO,103.0892112, DOOK6280500,,
EOR, DOOK6280700,Southern Oklahoma, DOOK6280700, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,100,NO,103.0892112, DOOK6280700,,
EOR, DOOK6281000,Southern Oklahoma, DOOK6281000, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,YES,100,NO,103.0892112, DOOK6281000,,
EOR, DOOK6281200,Southern Oklahoma, DOOK6281200, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,100,NO,103.0892112, DOOK6281200,,
EOR, DOOK6281600,Southern Oklahoma, DOOK6281600, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,YES,-78,NO,-74.91078884, DOOK6281600,,
EOR, DOOK6282200,Southern Oklahoma, DOOK6282200, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,100,NO,103.0892112, DOOK6282200,,
EOR, DOOK6283400,Southern Oklahoma, DOOK6283400, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,YES,60,NO,63.08921116, DOOK6283400,,
EOR, DOOK6283600,Southern Oklahoma, DOOK6283600, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,-65,NO,-61.91078884, DOOK6283600,,
EOR, DOOK6283900,Southern Oklahoma, DOOK6283900, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,-66,NO,-62.91078884, DOOK6283900,,
EOR, DOOK6284400,Southern Oklahoma, DOOK6284400, OK,-96.677372,33.396986,,32.7666,-96.7779,43.99154829,50,1.631218977,1,10,0.837262838,10,0.620729345,3.089211161,,NO,-112,YES,-108.9107888, DOOK6284400,,
EOR, DOUT6752700,Southwestern Wyoming - UT, DOUT6752700, UT,-110.048334,40.952845,,32.7666,-96.7779,925.5748769,1060,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,34,NO,#N/A, DOUT6752700,,
EOR, DOWY6753300,Southwestern Wyoming - WY, DOWY6753300, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOWY6753300,,
EOR, DOWY6803800,Southwestern Wyoming - WY, DOWY6803800, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOWY6803800,,
EOR, DOWY6806600,Southwestern Wyoming - WY, DOWY6806600, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOWY6806600,,
EOR, DOWY6806700,Southwestern Wyoming - WY, DOWY6806700, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-34,YES,#N/A, DOWY6806700,,
EOR, DOWY6806900,Southwestern Wyoming - WY, DOWY6806900, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-11,YES,#N/A, DOWY6806900,,
EOR, DOWY6807200,Southwestern Wyoming - WY, DOWY6807200, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,YES,#N/A, DOWY6807200,,
EOR, DOWY6808100,Southwestern Wyoming - WY, DOWY6808100, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOWY6808100,,
EOR, DOWY6808400,Southwestern Wyoming - WY, DOWY6808400, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-10,NO,#N/A, DOWY6808400,,
EOR, DOWY6808800,Southwestern Wyoming - WY, DOWY6808800, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOWY6808800,,
EOR, DOWY6810400,Southwestern Wyoming - WY, DOWY6810400, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-60,NO,#N/A, DOWY6810400,,
EOR, DOWY6810700,Southwestern Wyoming - WY, DOWY6810700, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,-52,YES,#N/A, DOWY6810700,,
EOR, DOWY6810800,Southwestern Wyoming - WY, DOWY6810800, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,-37,YES,#N/A, DOWY6810800,,
EOR, DOWY6811200,Southwestern Wyoming - WY, DOWY6811200, WY,-108.671818,41.646881,,32.7666,-96.7779,896.5187919,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-146,NO,#N/A, DOWY6811200,,
EOR, DOMI7192700,Superior, DOMI7192700, MI,-88.973825,46.90974,,32.7666,-96.7779,1061.14946,1220,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,YES,#N/A, DOMI7192700,,
EOR, DOCO6847200,Uinta-Piceance Basin - CO, DOCO6847200, CO,-108.119137,39.362563,,32.7666,-96.7779,780.1790307,900,27.1821711,1,50,4.013087396,50,2.569530778,33.76478927,,YES,-95,YES,-61.23521073, DOCO6847200,,
EOR, DOUT6840100,Uinta-Piceance Basin - UT, DOUT6840100, UT,-110.316313,39.754847,,32.7666,-96.7779,895.0118085,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-31,NO,#N/A, DOUT6840100,,
EOR, DOUT6840600,Uinta-Piceance Basin - UT, DOUT6840600, UT,-110.316313,39.754847,,32.7666,-96.7779,895.0118085,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-42,YES,#N/A, DOUT6840600,,
EOR, DOUT6840900,Uinta-Piceance Basin - UT, DOUT6840900, UT,-110.316313,39.754847,,32.7666,-96.7779,895.0118085,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-82,NO,#N/A, DOUT6840900,,
EOR, DOUT6841100,Uinta-Piceance Basin - UT, DOUT6841100, UT,-110.316313,39.754847,,32.7666,-96.7779,895.0118085,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-133,YES,#N/A, DOUT6841100,,
EOR, DOUT6841200,Uinta-Piceance Basin - UT, DOUT6841200, UT,-110.316313,39.754847,,32.7666,-96.7779,895.0118085,1030,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOUT6841200,,
EOR, DONV7298600,Western Great Basin, DONV7298600, NV,-116.653318,39.312191,,32.7666,-96.7779,1197.08206,1380,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DONV7298600,,
EOR, DOLA6035000,Western Gulf - LA, DOLA6035000, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,-57,YES,-39.43191597, DOLA6035000,,
EOR, DOLA6035100,Western Gulf - LA, DOLA6035100, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-40,YES,-22.43191597, DOLA6035100,,
EOR, DOLA6036000,Western Gulf - LA, DOLA6036000, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,-7,YES,10.56808403, DOLA6036000,,
EOR, DOLA6036100,Western Gulf - LA, DOLA6036100, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,58,YES,75.56808403, DOLA6036100,,
EOR, DOLA6036200,Western Gulf - LA, DOLA6036200, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,28,YES,45.56808403, DOLA6036200,,
EOR, DOLA6036900,Western Gulf - LA, DOLA6036900, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-68,YES,-50.43191597, DOLA6036900,,
EOR, DOLA6038700,Western Gulf - LA, DOLA6038700, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,44,YES,61.56808403, DOLA6038700,,
EOR, DOLA6039100,Western Gulf - LA, DOLA6039100, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,48,YES,65.56808403, DOLA6039100,,
EOR, DOLA6039200,Western Gulf - LA, DOLA6039200, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,100,YES,117.568084, DOLA6039200,,
EOR, DOLA6039400,Western Gulf - LA, DOLA6039400, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,50,YES,67.56808403, DOLA6039400,,
EOR, DOLA6039500,Western Gulf - LA, DOLA6039500, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,95,YES,112.568084, DOLA6039500,,
EOR, DOLA6040700,Western Gulf - LA, DOLA6040700, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-81,YES,-63.43191597, DOLA6040700,,
EOR, DOLA6040900,Western Gulf - LA, DOLA6040900, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-43,YES,-25.43191597, DOLA6040900,,
EOR, DOLA6041000,Western Gulf - LA, DOLA6041000, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-1,YES,16.56808403, DOLA6041000,,
EOR, DOLA6045800,Western Gulf - LA, DOLA6045800, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-7,YES,10.56808403, DOLA6045800,,
EOR, DOLA6046200,Western Gulf - LA, DOLA6046200, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-43,YES,-25.43191597, DOLA6046200,,
EOR, DOLA6047200,Western Gulf - LA, DOLA6047200, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-28,YES,-10.43191597, DOLA6047200,,
EOR, DOLA6049900,Western Gulf - LA, DOLA6049900, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,-15,YES,2.56808403, DOLA6049900,,
EOR, DOLA6050800,Western Gulf - LA, DOLA6050800, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-34,YES,-16.43191597, DOLA6050800,,
EOR, DOLA6052200,Western Gulf - LA, DOLA6052200, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-21,YES,-3.43191597, DOLA6052200,,
EOR, DOLA6054400,Western Gulf - LA, DOLA6054400, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,78,YES,95.56808403, DOLA6054400,,
EOR, DOLA6059500,Western Gulf - LA, DOLA6059500, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-54,YES,-36.43191597, DOLA6059500,,
EOR, DOLA6059800,Western Gulf - LA, DOLA6059800, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,6,YES,23.56808403, DOLA6059800,,
EOR, DOLA6069700,Western Gulf - LA, DOLA6069700, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,-22,YES,-4.43191597, DOLA6069700,,
EOR, DOLA6070800,Western Gulf - LA, DOLA6070800, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,46,YES,63.56808403, DOLA6070800,,
EOR, DOLA6076300,Western Gulf - LA, DOLA6076300, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,-28,YES,-10.43191597, DOLA6076300,,
EOR, DOLA6077300,Western Gulf - LA, DOLA6077300, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,81,NO,98.56808403, DOLA6077300,,
EOR, DOLA6085400,Western Gulf - LA, DOLA6085400, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,-33,YES,-15.43191597, DOLA6085400,,
EOR, DOLA6090500,Western Gulf - LA, DOLA6090500, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,49,YES,66.56808403, DOLA6090500,,
EOR, DOLA6090800,Western Gulf - LA, DOLA6090800, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,100,NO,117.568084, DOLA6090800,,
EOR, DOLA6096100,Western Gulf - LA, DOLA6096100, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,-44,YES,-26.43191597, DOLA6096100,,
EOR, DOLA6112100,Western Gulf - LA, DOLA6112100, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,70,NO,87.56808403, DOLA6112100,,
EOR, DOLA6124400,Western Gulf - LA, DOLA6124400, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,100,NO,117.568084, DOLA6124400,,
EOR, DOLA6126900,Western Gulf - LA, DOLA6126900, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,100,NO,117.568084, DOLA6126900,,
EOR, DOLA6129300,Western Gulf - LA, DOLA6129300, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,100,NO,117.568084, DOLA6129300,,
EOR, DOLA6133500,Western Gulf - LA, DOLA6133500, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,NO,100,NO,117.568084, DOLA6133500,,
EOR, DOLA6138200,Western Gulf - LA, DOLA6138200, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,100,NO,117.568084, DOLA6138200,,
EOR, DOLA6142000,Western Gulf - LA, DOLA6142000, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,-14,YES,3.56808403, DOLA6142000,,
EOR, DOLA7184000,Western Gulf - LA, DOLA7184000, LA,-91.687071,30.356334,,32.7666,-96.7779,343.1887573,390,12.45789361,1,40,2.973726631,40,2.136463793,17.56808403,,YES,100,YES,117.568084, DOLA7184000,,
EOR, DOTX6035300,Western Gulf - TX, DOTX6035300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-87,YES,-73.57492346, DOTX6035300,,
EOR, DOTX6036500,Western Gulf - TX, DOTX6036500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-98,NO,-84.57492346, DOTX6036500,,
EOR, DOTX6040400,Western Gulf - TX, DOTX6040400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-16,YES,-2.574923461, DOTX6040400,,
EOR, DOTX6041400,Western Gulf - TX, DOTX6041400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-44,YES,-30.57492346, DOTX6041400,,
EOR, DOTX6041800,Western Gulf - TX, DOTX6041800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-99,YES,-85.57492346, DOTX6041800,,
EOR, DOTX6042900,Western Gulf - TX, DOTX6042900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-4,NO,9.425076539, DOTX6042900,,
EOR, DOTX6043000,Western Gulf - TX, DOTX6043000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-56,YES,-42.57492346, DOTX6043000,,
EOR, DOTX6043600,Western Gulf - TX, DOTX6043600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6043600,,
EOR, DOTX6043700,Western Gulf - TX, DOTX6043700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-106,YES,-92.57492346, DOTX6043700,,
EOR, DOTX6043800,Western Gulf - TX, DOTX6043800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,3,NO,16.42507654, DOTX6043800,,
EOR, DOTX6043900,Western Gulf - TX, DOTX6043900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6043900,,
EOR, DOTX6044300,Western Gulf - TX, DOTX6044300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-18,YES,-4.574923461, DOTX6044300,,
EOR, DOTX6046500,Western Gulf - TX, DOTX6046500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,YES,113.4250765, DOTX6046500,,
EOR, DOTX6046700,Western Gulf - TX, DOTX6046700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6046700,,
EOR, DOTX6049300,Western Gulf - TX, DOTX6049300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,YES,113.4250765, DOTX6049300,,
EOR, DOTX6049700,Western Gulf - TX, DOTX6049700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-45,NO,-31.57492346, DOTX6049700,,
EOR, DOTX6050500,Western Gulf - TX, DOTX6050500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,44,YES,57.42507654, DOTX6050500,,
EOR, DOTX6053400,Western Gulf - TX, DOTX6053400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,57,YES,70.42507654, DOTX6053400,,
EOR, DOTX6053800,Western Gulf - TX, DOTX6053800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-49,YES,-35.57492346, DOTX6053800,,
EOR, DOTX6054700,Western Gulf - TX, DOTX6054700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-22,YES,-8.574923461, DOTX6054700,,
EOR, DOTX6054800,Western Gulf - TX, DOTX6054800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,76,NO,89.42507654, DOTX6054800,,
EOR, DOTX6054900,Western Gulf - TX, DOTX6054900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-61,YES,-47.57492346, DOTX6054900,,
EOR, DOTX6055300,Western Gulf - TX, DOTX6055300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-72,YES,-58.57492346, DOTX6055300,,
EOR, DOTX6055600,Western Gulf - TX, DOTX6055600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-29,YES,-15.57492346, DOTX6055600,,
EOR, DOTX6056000,Western Gulf - TX, DOTX6056000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-24,NO,-10.57492346, DOTX6056000,,
EOR, DOTX6056600,Western Gulf - TX, DOTX6056600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-41,NO,-27.57492346, DOTX6056600,,
EOR, DOTX6057100,Western Gulf - TX, DOTX6057100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-59,YES,-45.57492346, DOTX6057100,,
EOR, DOTX6057800,Western Gulf - TX, DOTX6057800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-75,YES,-61.57492346, DOTX6057800,,
EOR, DOTX6058000,Western Gulf - TX, DOTX6058000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,4,YES,17.42507654, DOTX6058000,,
EOR, DOTX6058200,Western Gulf - TX, DOTX6058200, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-78,YES,-64.57492346, DOTX6058200,,
EOR, DOTX6058400,Western Gulf - TX, DOTX6058400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,28,NO,41.42507654, DOTX6058400,,
EOR, DOTX6058600,Western Gulf - TX, DOTX6058600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,47,NO,60.42507654, DOTX6058600,,
