Storage Project Type,Formation Number UID,Basin,Formation Identifier,Formation State,Formation Centroid Longitude,Formation Centroid Latitude,,Point Source Coordinates Latitude,Point Source Coordinates Longitude,Dedicated or Trunkline Distance,Distance Estimate for CO2_T_COM Results,Dedicated or Trunkline Transport Cost,Parallel Trunkline Multiplier,Gathering Line Distance,Gathering Line Transport Cost,Distribution Line Distance,Distribution Line Cost,Combined Transport Cost,PISC,Shovel Ready EOR,Storage Cost,30 Year Capacity,T&S Cost If Eligible,Formation Identifier (Rpt.),,CTS Tool Utility: Storage Lookup Key
Storage Project Type (SALINE = saline aquifer; EOR = conventional oilfield converted to CO2 Enhanced Oil Revocery),"The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields","The basin name is based on USGS oil and gas province names, used for conventional oilfields",aligns to CO2_S_COM geologic database formations; the numbers refer to defined portions of the overall reservoir,U.S. state abbreviation where the formation centroid is located,Saline formation or Basin - State (oilfield proxy) geographic centroid longitude,Saline formation or Basin - State (oilfield proxy) geographic centroid latitude,,latitude; decimal degrees (based on user source location input),longitude; decimal degrees (based on user source location input),"straight-line distance between point source and formation centroid, in miles, accounting for curvature of the earth","distance between point source and formation centroid, rounded to nearest 10 miles, accounting for user input tortuosity","CO2_T_COM FYBE cost, adjusted to user selected cost basis year","number of parallel trunklines selected by user (1, 2, or 3); default is 1 if dedicated pipeline option is selected by user","pipeline distance between point source and trunkline, if selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of gathering pipeline, if trunkline option is selected by user","pipeline distance between trunkline and storage site, if trunkline selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of distribution pipeline, if trunkline option is selected by user","Total Transport cost, for all estimated distances below 1000 miles.  CTS tool assumes pipelines over 1000 miles are not tenable.","Post Injection Site Care duration in years based on user selection, for saline storage projects","Flag whether the conventional oilfield is near the end of secondary (waterflood) recovery and could be likely to economically transition to tertiary (EOR) recovery, based on original and current oil in place estimates",CO2_S_COM FYBE cost of storage; or CO2 EOR Evaluation System FYBE price of CO2,"Flag whether the saline formation or conventional oilfield has adequate CO2 storage capacity, accounting for pressure interference, for 30 years of storage at user selected injection rate","Combined Transport and Storage FYBE cost, from Co2 source's perspective, if appropraite flags are ""Yes"" and transportation distance is <1000 miles","The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields, repeated for CTS tool lookup functionality",,PISC - State - Average Mass Flow Rate - Formation - Capacity Factor lookup key for CO2_S_COM FYBE prices
SALINE/EOR,#,Basin - State Abbreviation (if multi-state basin),Formation and Number,Abbv.,decimal degrees,decimal degrees,,lat,long,mi,mi,2023$/t,multiple,mi,2023$/t,mi,2023$/t,2023$/t,Years,Yes/No,2023$/t,yes/no,2023$/t,fm,,S_COM cost lookup
EOR, DOTX6273300,Bend Arch - Ft. Worth Basin - TX, DOTX6273300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6273300,,
EOR, DOTX6273500,Bend Arch - Ft. Worth Basin - TX, DOTX6273500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,24,YES,29.81753317, DOTX6273500,,
EOR, DOTX6273600,Bend Arch - Ft. Worth Basin - TX, DOTX6273600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,42,NO,47.81753317, DOTX6273600,,
EOR, DOTX6273900,Bend Arch - Ft. Worth Basin - TX, DOTX6273900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,8,YES,13.81753317, DOTX6273900,,
EOR, DOTX6274000,Bend Arch - Ft. Worth Basin - TX, DOTX6274000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,16,NO,21.81753317, DOTX6274000,,
EOR, DOTX6274500,Bend Arch - Ft. Worth Basin - TX, DOTX6274500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,96,NO,101.8175332, DOTX6274500,,
EOR, DOTX6275700,Bend Arch - Ft. Worth Basin - TX, DOTX6275700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6275700,,
EOR, DOTX6276200,Bend Arch - Ft. Worth Basin - TX, DOTX6276200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,54,NO,59.81753317, DOTX6276200,,
EOR, DOTX6276800,Bend Arch - Ft. Worth Basin - TX, DOTX6276800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6276800,,
EOR, DOTX6278400,Bend Arch - Ft. Worth Basin - TX, DOTX6278400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6278400,,
EOR, DOTX6278500,Bend Arch - Ft. Worth Basin - TX, DOTX6278500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6278500,,
EOR, DOTX6279700,Bend Arch - Ft. Worth Basin - TX, DOTX6279700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6279700,,
EOR, DOTX6282000,Bend Arch - Ft. Worth Basin - TX, DOTX6282000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6282000,,
EOR, DOTX6282900,Bend Arch - Ft. Worth Basin - TX, DOTX6282900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,39,YES,44.81753317, DOTX6282900,,
EOR, DOTX6525600,Bend Arch - Ft. Worth Basin - TX, DOTX6525600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,YES,105.8175332, DOTX6525600,,
EOR, DOTX6525700,Bend Arch - Ft. Worth Basin - TX, DOTX6525700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-45,YES,-39.18246683, DOTX6525700,,
EOR, DOTX6526000,Bend Arch - Ft. Worth Basin - TX, DOTX6526000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6526000,,
EOR, DOTX6526100,Bend Arch - Ft. Worth Basin - TX, DOTX6526100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6526100,,
EOR, DOTX6526200,Bend Arch - Ft. Worth Basin - TX, DOTX6526200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6526200,,
EOR, DOTX6526300,Bend Arch - Ft. Worth Basin - TX, DOTX6526300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6526300,,
EOR, DOTX6526400,Bend Arch - Ft. Worth Basin - TX, DOTX6526400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,90,NO,95.81753317, DOTX6526400,,
EOR, DOTX6527400,Bend Arch - Ft. Worth Basin - TX, DOTX6527400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6527400,,
EOR, DOTX6527800,Bend Arch - Ft. Worth Basin - TX, DOTX6527800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,YES,105.8175332, DOTX6527800,,
EOR, DOTX6528600,Bend Arch - Ft. Worth Basin - TX, DOTX6528600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,11,YES,16.81753317, DOTX6528600,,
EOR, DOTX6529000,Bend Arch - Ft. Worth Basin - TX, DOTX6529000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6529000,,
EOR, DOTX6529100,Bend Arch - Ft. Worth Basin - TX, DOTX6529100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-84,YES,-78.18246683, DOTX6529100,,
EOR, DOTX6530300,Bend Arch - Ft. Worth Basin - TX, DOTX6530300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6530300,,
EOR, DOTX6530400,Bend Arch - Ft. Worth Basin - TX, DOTX6530400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6530400,,
EOR, DOTX6531500,Bend Arch - Ft. Worth Basin - TX, DOTX6531500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6531500,,
EOR, DOTX6532200,Bend Arch - Ft. Worth Basin - TX, DOTX6532200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-50,YES,-44.18246683, DOTX6532200,,
EOR, DOTX6532300,Bend Arch - Ft. Worth Basin - TX, DOTX6532300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6532300,,
EOR, DOTX6532800,Bend Arch - Ft. Worth Basin - TX, DOTX6532800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6532800,,
EOR, DOTX6533000,Bend Arch - Ft. Worth Basin - TX, DOTX6533000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,99,NO,104.8175332, DOTX6533000,,
EOR, DOTX6534000,Bend Arch - Ft. Worth Basin - TX, DOTX6534000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6534000,,
EOR, DOTX6534100,Bend Arch - Ft. Worth Basin - TX, DOTX6534100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6534100,,
EOR, DOTX6534400,Bend Arch - Ft. Worth Basin - TX, DOTX6534400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6534400,,
EOR, DOTX6535300,Bend Arch - Ft. Worth Basin - TX, DOTX6535300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,YES,105.8175332, DOTX6535300,,
EOR, DOTX6535500,Bend Arch - Ft. Worth Basin - TX, DOTX6535500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6535500,,
EOR, DOTX6535700,Bend Arch - Ft. Worth Basin - TX, DOTX6535700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6535700,,
EOR, DOTX6536800,Bend Arch - Ft. Worth Basin - TX, DOTX6536800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6536800,,
EOR, DOTX6537100,Bend Arch - Ft. Worth Basin - TX, DOTX6537100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-9,YES,-3.182466833, DOTX6537100,,
EOR, DOTX6537500,Bend Arch - Ft. Worth Basin - TX, DOTX6537500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6537500,,
EOR, DOTX6538000,Bend Arch - Ft. Worth Basin - TX, DOTX6538000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6538000,,
EOR, DOTX6538400,Bend Arch - Ft. Worth Basin - TX, DOTX6538400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-24,YES,-18.18246683, DOTX6538400,,
EOR, DOTX6538500,Bend Arch - Ft. Worth Basin - TX, DOTX6538500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,75,NO,80.81753317, DOTX6538500,,
EOR, DOTX6540700,Bend Arch - Ft. Worth Basin - TX, DOTX6540700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6540700,,
EOR, DOTX6541000,Bend Arch - Ft. Worth Basin - TX, DOTX6541000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-4,YES,1.817533167, DOTX6541000,,
EOR, DOTX6541500,Bend Arch - Ft. Worth Basin - TX, DOTX6541500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-5,YES,0.817533167, DOTX6541500,,
EOR, DOTX6542800,Bend Arch - Ft. Worth Basin - TX, DOTX6542800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6542800,,
EOR, DOTX6543400,Bend Arch - Ft. Worth Basin - TX, DOTX6543400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-72,YES,-66.18246683, DOTX6543400,,
EOR, DOTX6543500,Bend Arch - Ft. Worth Basin - TX, DOTX6543500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6543500,,
EOR, DOTX6544300,Bend Arch - Ft. Worth Basin - TX, DOTX6544300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6544300,,
EOR, DOTX6544500,Bend Arch - Ft. Worth Basin - TX, DOTX6544500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6544500,,
EOR, DOTX6544800,Bend Arch - Ft. Worth Basin - TX, DOTX6544800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6544800,,
EOR, DOTX6545000,Bend Arch - Ft. Worth Basin - TX, DOTX6545000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,37,NO,42.81753317, DOTX6545000,,
EOR, DOTX6545100,Bend Arch - Ft. Worth Basin - TX, DOTX6545100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6545100,,
EOR, DOTX6545200,Bend Arch - Ft. Worth Basin - TX, DOTX6545200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,52,YES,57.81753317, DOTX6545200,,
EOR, DOTX6545600,Bend Arch - Ft. Worth Basin - TX, DOTX6545600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-8,NO,-2.182466833, DOTX6545600,,
EOR, DOTX6545800,Bend Arch - Ft. Worth Basin - TX, DOTX6545800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6545800,,
EOR, DOTX6546300,Bend Arch - Ft. Worth Basin - TX, DOTX6546300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6546300,,
EOR, DOTX6546800,Bend Arch - Ft. Worth Basin - TX, DOTX6546800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6546800,,
EOR, DOTX6547400,Bend Arch - Ft. Worth Basin - TX, DOTX6547400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6547400,,
EOR, DOTX6549200,Bend Arch - Ft. Worth Basin - TX, DOTX6549200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6549200,,
EOR, DOTX6549600,Bend Arch - Ft. Worth Basin - TX, DOTX6549600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,93,NO,98.81753317, DOTX6549600,,
EOR, DOTX6550000,Bend Arch - Ft. Worth Basin - TX, DOTX6550000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-37,NO,-31.18246683, DOTX6550000,,
EOR, DOTX6550100,Bend Arch - Ft. Worth Basin - TX, DOTX6550100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6550100,,
EOR, DOTX6550200,Bend Arch - Ft. Worth Basin - TX, DOTX6550200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6550200,,
EOR, DOTX6550600,Bend Arch - Ft. Worth Basin - TX, DOTX6550600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,7,NO,12.81753317, DOTX6550600,,
EOR, DOTX6550700,Bend Arch - Ft. Worth Basin - TX, DOTX6550700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6550700,,
EOR, DOTX6552300,Bend Arch - Ft. Worth Basin - TX, DOTX6552300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6552300,,
EOR, DOTX6552400,Bend Arch - Ft. Worth Basin - TX, DOTX6552400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6552400,,
EOR, DOTX6552800,Bend Arch - Ft. Worth Basin - TX, DOTX6552800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6552800,,
EOR, DOTX6553300,Bend Arch - Ft. Worth Basin - TX, DOTX6553300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6553300,,
EOR, DOTX6554500,Bend Arch - Ft. Worth Basin - TX, DOTX6554500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6554500,,
EOR, DOTX6555300,Bend Arch - Ft. Worth Basin - TX, DOTX6555300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6555300,,
EOR, DOTX6555700,Bend Arch - Ft. Worth Basin - TX, DOTX6555700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-23,NO,-17.18246683, DOTX6555700,,
EOR, DOTX6556000,Bend Arch - Ft. Worth Basin - TX, DOTX6556000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6556000,,
EOR, DOTX6558300,Bend Arch - Ft. Worth Basin - TX, DOTX6558300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6558300,,
EOR, DOTX6558700,Bend Arch - Ft. Worth Basin - TX, DOTX6558700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6558700,,
EOR, DOTX6559000,Bend Arch - Ft. Worth Basin - TX, DOTX6559000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-43,NO,-37.18246683, DOTX6559000,,
EOR, DOTX6559500,Bend Arch - Ft. Worth Basin - TX, DOTX6559500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6559500,,
EOR, DOTX6559600,Bend Arch - Ft. Worth Basin - TX, DOTX6559600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-1,NO,4.817533167, DOTX6559600,,
EOR, DOTX6560000,Bend Arch - Ft. Worth Basin - TX, DOTX6560000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-104,YES,-98.18246683, DOTX6560000,,
EOR, DOTX6560400,Bend Arch - Ft. Worth Basin - TX, DOTX6560400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6560400,,
EOR, DOTX6582700,Bend Arch - Ft. Worth Basin - TX, DOTX6582700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,37,NO,42.81753317, DOTX6582700,,
EOR, DOTX6587700,Bend Arch - Ft. Worth Basin - TX, DOTX6587700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6587700,,
EOR, DOTX6588900,Bend Arch - Ft. Worth Basin - TX, DOTX6588900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6588900,,
EOR, DOTX6589800,Bend Arch - Ft. Worth Basin - TX, DOTX6589800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,75,NO,80.81753317, DOTX6589800,,
EOR, DOTX6591000,Bend Arch - Ft. Worth Basin - TX, DOTX6591000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-20,YES,-14.18246683, DOTX6591000,,
EOR, DOTX6598900,Bend Arch - Ft. Worth Basin - TX, DOTX6598900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6598900,,
EOR, DOTX6599700,Bend Arch - Ft. Worth Basin - TX, DOTX6599700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,-41,NO,-35.18246683, DOTX6599700,,
EOR, DOTX6601800,Bend Arch - Ft. Worth Basin - TX, DOTX6601800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6601800,,
EOR, DOTX6605900,Bend Arch - Ft. Worth Basin - TX, DOTX6605900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6605900,,
EOR, DOTX6607800,Bend Arch - Ft. Worth Basin - TX, DOTX6607800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-92,YES,-86.18246683, DOTX6607800,,
EOR, DOTX6608200,Bend Arch - Ft. Worth Basin - TX, DOTX6608200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6608200,,
EOR, DOTX6610200,Bend Arch - Ft. Worth Basin - TX, DOTX6610200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6610200,,
EOR, DOTX6611300,Bend Arch - Ft. Worth Basin - TX, DOTX6611300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-181,NO,-175.1824668, DOTX6611300,,
